name,age,country,intMatches,matches,batInns,notOuts,runs,ballsFaced,foursScored,sixesScored,catches&stumpings,bowlInns,ballsBowled,runsConceded,wickets
Bal Krishna,23,India,0,5,2,0,1,4,0,0,3,5,114,150,9
Kengo Bam,33,India,0,6,1,0,1,3,0,0,1,5,68,113,2
Himalaya Barad,32,India,0,24,22,4,251,233,20,8,9,0,0,0,0
Basil Thampi,28,India,0,68,18,11,67,64,4,3,15,68,1428,1997,69
Rahul Batham,23,India,0,2,1,1,0,0,0,0,0,2,30,31,2
Ankush Bedi,30,India,0,3,2,1,8,5,0,1,1,3,60,87,3
Jayanta Behera,35,India,0,23,8,5,5,17,0,0,3,23,462,458,32
Jaideep Bhambhu,22,India,0,3,1,1,1,1,0,0,0,2,24,29,0
Shivam Bhambri,26,India,0,15,15,1,510,371,47,25,7,0,0,0,0
Srikar Bharat,28,India,0,61,56,5,1050,965,87,39,58,0,0,0,0
Suboth Bhati,31,India,0,44,20,8,139,116,11,9,10,42,895,1146,52
Vaibhav Bhatt,26,India,0,2,2,1,11,10,0,1,0,0,0,0,0
Ricky Bhui,25,India,0,51,49,11,1137,864,73,63,10,1,18,18,0
Parth Bhut,24,India,0,3,1,1,0,0,0,0,3,3,60,68,2
Mandup Bhutia,27,India,0,13,9,1,40,57,4,1,6,6,90,133,1
Chaitanya Bishnoi,27,India,0,42,41,6,924,796,93,23,20,5,48,60,2
Rajesh Bishnoi,32,India,0,5,5,0,33,50,2,0,1,5,108,111,5
Punit Bisht,35,India,0,59,48,5,877,612,90,36,42,1,6,11,0
Chetan Bist,32,India,0,26,22,6,462,393,33,16,30,0,0,0,0
Robin Bist,34,India,0,38,33,3,476,508,41,2,15,4,60,74,5
Jay Bista,26,India,0,33,33,4,1001,734,114,33,12,7,72,89,2
Rahul Buddhi,24,India,0,12,12,5,222,163,21,7,4,1,2,4,0
Jasprit Bumrah,28,India,55,191,30,21,90,97,6,3,28,190,4282,5007,237
KC Cariappa,27,India,0,38,11,6,54,43,0,5,5,38,840,946,37
Yuzvendra Chahal,31,India,52,223,37,22,71,138,1,0,56,221,4768,6021,245
Deepak Chahar,29,India,19,117,43,20,287,221,14,20,25,117,2509,3201,132
Rahul Chahar,22,India,6,71,26,12,92,100,9,0,22,70,1549,1898,84
Kunal Chandela,27,India,0,10,10,1,183,167,17,6,3,0,0,0,0
Shashank Chandrakar,27,India,0,26,26,2,631,458,61,27,18,0,0,0,0
Anish Charak,21,India,0,10,4,0,32,43,3,0,2,7,96,88,2
Sudip Chatterjee,30,India,0,26,23,3,513,433,60,4,8,1,6,5,0
Writtick Chatterjee,29,India,0,27,15,3,262,200,21,10,11,22,402,418,21
Shubham Chaubey,26,India,0,19,17,3,213,177,12,10,1,1,6,10,0
Shivam Chaudhary,24,India,0,18,18,1,357,325,37,8,8,11,136,181,3
Yuvraj Chaudhary,20,India,0,1,0,0,0,0,0,0,0,1,24,26,1
Saurav Chauhan,21,India,0,6,6,1,97,96,7,2,2,1,6,7,0
Shiva Chauhan,24,India,0,1,1,0,6,3,1,0,2,1,12,17,0
Piyush Chawla,33,India,7,256,144,46,1486,1201,128,56,67,255,5316,6583,270
Hem Chetri,21,India,0,9,6,2,47,33,5,1,7,3,36,49,2
Chongtham Mehul,33,India,0,1,1,0,1,3,0,0,0,1,12,35,0
Prashant Chopra,29,India,0,53,52,7,1537,1368,147,36,34,7,66,86,2
Aniket Choudhary,32,India,0,65,23,12,92,101,7,2,9,65,1401,1686,81
Akash Choudhary,22,India,0,16,6,4,18,37,0,0,5,16,325,395,19
Varun Choudhary,28,India,0,13,2,2,19,24,2,0,4,13,287,403,19
Rishabh Chouhan,22,India,0,16,13,2,189,151,15,9,8,1,6,4,1
Pradeep Dadhe,27,India,0,7,1,0,0,1,0,0,1,7,123,169,6
Mayank Dagar,25,India,0,37,15,1,51,81,3,0,18,37,766,814,32
MB Darshan,26,India,0,4,2,2,0,0,0,0,0,4,84,125,6
Abhishek Das,31,India,0,13,13,0,189,226,14,3,10,0,0,0,0
Pritam Das,33,India,0,56,27,10,64,69,5,2,14,56,1134,1378,64
Pratik Das,28,India,0,6,6,1,93,90,11,2,3,3,54,57,6
Rishav Das,32,India,0,27,27,0,485,446,71,1,8,0,0,0,0
Saurabh Das,28,India,0,17,10,3,113,124,4,7,3,15,225,277,5
Amlanjyoti Das,20,India,0,9,5,3,25,42,2,0,5,9,150,200,3
Bikramkumar Das,22,India,0,5,5,0,145,133,17,0,2,0,0,0,0
Pallavkumar Das,32,India,0,45,45,1,947,690,110,33,19,19,252,293,10
Ram Dayal,33,India,0,42,27,11,191,232,9,2,15,42,898,988,41
Dipayan Debbarma,22,India,0,4,3,1,39,48,1,1,2,0,0,0,0
Denish Das,19,India,0,10,10,1,173,205,12,3,4,0,0,0,0
Kumar Deobrat,29,India,0,68,56,9,845,733,72,36,22,0,0,0,0
Amogh Sunil Desai,29,India,0,36,34,1,423,444,43,15,10,17,174,217,9
Sanjeet Desai,24,India,0,4,3,1,79,65,4,4,0,0,0,0,0
Pavan Deshpande,32,India,0,26,21,6,517,372,39,19,7,12,123,175,4
Tushar Deshpande,26,India,0,31,9,4,31,25,3,1,5,31,658,955,44
Kedar Devdhar,32,India,0,81,80,6,2282,1889,256,51,37,0,0,0,0
Mrunal Devdhar,29,India,0,37,37,1,852,703,95,21,18,0,0,0,0
Rajat Dey,25,India,0,22,20,5,411,327,25,19,4,1,6,12,0
Vipin Dhaka,25,India,0,3,3,0,38,49,3,0,2,0,0,0,0
Rishi Dhawan,32,India,1,101,82,36,1423,1200,130,29,23,96,1905,2373,87
Shikhar Dhawan,36,India,68,303,300,30,8775,7032,987,200,119,6,48,66,4
Dheeraj Kumar,22,India,0,8,6,1,60,42,3,5,2,0,0,0,0
MS Dhoni,40,India,98,347,306,125,6935,5161,479,305,282,1,12,25,0
Rajesh Dhuper,22,India,0,23,23,3,435,434,35,11,19,0,0,0,0
Paras Dogra,37,India,0,92,89,16,2078,1782,139,85,51,1,1,1,0
Techi Doria,27,India,0,17,17,0,220,270,27,1,7,12,164,239,8
Shivam Dube,28,India,13,69,62,15,1020,768,62,60,21,53,723,1052,33
Praveen Dubey,28,India,0,22,16,7,126,123,10,3,14,22,375,446,20
Harsh Dubey,19,India,0,1,0,0,0,0,0,0,0,1,18,8,1
Shubham Dubey,27,India,0,5,4,0,84,68,4,4,2,0,0,0,0
Abhimanyu Easwaran,26,India,0,21,20,6,554,437,43,14,5,0,0,0,0
Fabid Ahmed,26,India,0,32,26,7,218,227,8,8,14,30,554,607,24
Ishaan Gadekar,24,India,0,3,3,1,37,32,5,2,0,0,0,0,0
Ruturaj Gaikwad,25,India,2,62,62,7,2070,1540,206,68,26,0,0,0,0
Chintan Gaja,27,India,0,24,10,5,41,50,1,1,6,23,465,499,26
Chirag Gandhi,31,India,0,60,50,16,969,826,76,27,33,0,0,0,0
Chinta Gandhi,27,India,0,4,1,1,9,10,0,0,0,4,60,71,2
Ganesh Satish,33,India,0,52,45,2,761,763,63,11,12,0,0,0,0
Nikhil Gangta,29,India,0,35,27,4,448,360,47,10,12,10,77,121,2
Sakibul Gani,22,India,0,11,9,2,192,181,13,7,4,1,6,8,0
Deepraj Gaonkar,23,India,0,26,19,2,228,227,21,4,12,14,216,324,6
Lakshay Garg,26,India,0,37,25,9,190,157,14,11,12,37,737,964,27
Priyam Garg,21,India,0,38,32,3,518,451,37,15,13,0,0,0,0
Aditya Garhwal,25,India,0,32,32,2,471,378,61,12,4,7,96,102,6
Gaurav Puri,30,India,0,8,8,1,115,81,12,6,2,0,0,0,0
Bishal Ghosh,25,India,0,7,7,1,109,122,14,0,3,0,0,0,0
Sayan Ghosh,29,India,0,34,5,3,29,25,5,0,11,34,718,915,47
Samit Gohel,31,India,0,1,1,0,18,19,2,0,0,0,0,0,0
Shreyas Gopal,28,India,0,82,34,9,380,316,37,7,19,79,1515,1901,91
Shreevats Goswami,32,India,0,104,94,9,2311,1966,258,39,61,0,0,0,0
Krishnappa Gowtham,33,India,0,67,53,12,610,390,53,32,20,67,1266,1560,48
Anshul Gupta,32,India,0,33,32,3,549,576,48,9,9,1,6,18,0
Arjit Gupta,32,India,0,33,31,5,483,371,30,36,10,4,54,56,3
Gurinder Singh,29,India,0,53,37,15,583,479,34,26,26,48,999,1154,44
Gurkeerat Singh Mann,31,India,0,118,100,23,1985,1600,188,70,58,19,222,262,8
Ram Gurung,23,India,0,3,1,0,7,9,0,0,0,3,54,49,1
Harbhajan Singh,41,India,28,268,155,52,1512,1178,141,73,83,256,5471,6194,235
Hari Nishaanth,25,India,0,27,26,4,593,475,57,25,7,2,11,18,0
Harpreet Brar,26,India,0,31,18,11,149,132,9,6,4,31,626,672,30
Harsh Tyagi,22,India,0,27,20,10,297,221,23,14,4,27,553,640,17
Mehdi Hassan,32,India,0,27,11,7,52,60,0,1,5,26,556,629,29
Vikas Hathwala,28,India,0,29,28,7,515,464,43,16,9,4,66,67,2
Henan Nazir,24,India,0,2,2,0,9,16,0,0,0,0,0,0,0
Akhil Herwadkar,27,India,0,19,19,0,466,413,48,10,12,2,19,26,0
Himan Phukan,24,India,0,2,0,0,0,0,0,0,0,2,42,37,1
Himmat Singh,25,India,0,32,27,8,524,406,39,26,12,1,3,0,1
Divyang Hinganekar,28,India,0,27,15,6,131,101,10,4,13,25,451,538,26
Hirshi Raj,27,India,0,2,1,0,1,1,0,0,0,2,42,68,4
Mihir Hirwani,27,India,0,23,8,2,24,29,1,1,5,23,431,516,18
Deepak Hooda,26,India,0,141,116,25,2172,1565,140,103,61,54,703,913,17
Nitesh Hooda,22,India,0,1,1,1,0,0,0,0,0,1,12,14,0
Saruk Hossain,21,India,0,3,0,0,0,0,0,0,0,3,42,40,1
Indiya Toku,27,India,0,1,1,0,1,6,0,0,0,0,0,0,0
Iqbal Abdulla,32,India,0,104,47,22,426,429,38,9,33,101,2055,2351,86
Iqlas Naha,27,India,0,4,4,0,27,29,0,1,0,0,0,0,0
Irfan-ul-Haq,25,India,0,1,0,0,0,0,0,0,0,1,6,18,0
Ishan Kishan,23,India,7,112,106,8,2763,2093,261,128,57,0,0,0,0
Chabungbam Ishworjit,27,India,0,3,2,2,10,8,1,0,0,0,0,0,0
Shreyas Iyer,27,India,32,160,156,25,4180,3249,340,171,65,3,41,72,1
Venkatesh Iyer,27,India,5,58,52,17,1342,983,132,48,26,40,630,713,30
Sheldon Jackson,35,India,0,65,62,10,1511,1250,148,55,48,0,0,0,0
Dharmendrasinh Jadeja,31,India,0,47,18,5,155,98,14,8,18,43,842,983,34
Ravindra Jadeja,33,India,55,273,190,77,2852,2226,208,102,107,243,4372,5520,184
Vishvaraj Jadeja,23,India,0,15,13,2,206,178,21,4,7,0,0,0,0
Kedar Jadhav,36,India,9,155,135,33,2484,1935,222,82,62,4,60,88,4
Narayan Jagadeesan,26,India,0,43,38,10,906,770,79,30,17,0,0,0,0
Ishank Jaggi,33,India,0,68,66,15,1750,1435,190,38,21,6,73,83,2
Jagjit Singh,25,India,0,8,1,1,5,3,0,0,0,8,152,167,2
Prateek Jain,27,India,0,4,0,0,0,0,0,0,0,4,84,132,1
Saransh Jain,28,India,0,15,6,1,33,49,0,0,5,12,216,255,12
Mohit Jain,22,India,0,1,0,0,0,0,0,0,0,1,24,14,4
Saahil Jain,23,India,0,12,11,1,135,130,14,2,3,0,0,0,0
Yashasvi Jaiswal,20,India,0,23,22,0,429,333,51,17,4,2,12,24,0
Ayush Jamwal,22,India,0,22,9,4,72,61,5,4,6,22,482,491,14
Chirag Jani,32,India,0,43,32,8,526,403,35,22,15,41,768,906,29
Jaskaran Singh,32,India,0,32,23,11,214,146,13,15,3,31,609,764,26
Jaskaranvir Singh,28,India,0,24,22,6,374,337,40,10,19,0,0,0,0
Pankaj Jaswal,26,India,0,48,30,9,243,131,10,24,8,47,956,1153,73
Jay Gohil,21,India,0,1,1,0,10,8,1,1,1,0,0,0,0
Vijay Jethi,27,India,0,2,2,0,18,16,3,0,1,0,0,0,0
Johnson Singh,22,India,0,9,9,1,124,177,9,3,2,1,12,14,0
Rongsen Jonathan,35,India,0,30,29,3,512,500,44,15,4,6,77,87,1
Sijomon Joseph,24,India,0,3,1,0,0,2,0,0,0,3,66,84,0
Aniruddha Joshi,34,India,0,30,27,8,497,404,31,16,14,4,60,74,6
Aryan Juyal,20,India,0,7,5,1,67,54,6,1,1,0,0,0,0
Rohan Kadam,27,India,0,29,28,3,1027,804,116,27,9,0,0,0,0
Kaif Ahmed,24,India,0,10,8,3,177,161,18,3,5,0,0,0,0
Kartik Kakade,26,India,0,12,6,2,61,52,6,2,2,11,144,169,7
Roosh Kalaria,29,India,0,36,16,6,91,79,7,5,12,36,773,869,44
Naveen Kanwar,23,India,0,1,1,1,8,5,1,0,0,1,6,13,0
Sarul Kanwar,34,India,0,26,26,1,548,449,54,30,6,1,6,13,0
Karan Lal,21,India,0,4,3,0,17,21,2,0,1,4,60,49,4
Karkir Taye,26,India,0,4,3,3,15,13,2,0,0,4,48,93,0
Akshay Karnewar,29,India,0,47,34,6,419,317,38,16,18,46,904,931,46
Codanda Ajit Karthik,28,India,0,5,5,1,121,108,10,4,2,5,109,103,6
Dinesh Karthik,36,India,32,327,290,59,6283,4714,616,193,255,1,12,10,1
S Karthik,31,India,0,14,11,0,82,94,8,2,7,0,0,0,0
Kartik Tyagi,21,India,0,14,5,3,6,10,0,0,3,14,313,491,13
Kumar Kartikeya,24,India,0,8,2,1,4,5,0,0,1,8,162,145,9
Suraj Kashyap,18,India,0,3,2,0,22,36,2,1,1,3,54,62,3
Siddarth Kaul,31,India,3,124,34,24,75,86,5,0,20,124,2674,3389,147
Uday Kaul,34,India,0,16,8,2,169,173,17,1,9,0,0,0,0
Kaushal Singh,25,India,0,36,29,8,435,371,30,18,11,27,392,518,19
Aditya Kaushik,30,India,0,27,27,2,602,557,55,12,7,0,0,0,0
Ankit Kaushik,30,India,0,25,19,7,321,265,14,19,10,2,18,39,2
Madhav Kaushik,24,India,0,6,6,0,123,124,16,3,1,0,0,0,0
Snehal Kauthankar,26,India,0,23,21,3,407,373,37,7,5,0,0,0,0
Azim Kazi,28,India,0,32,22,10,409,335,24,20,6,28,554,643,24
Kushang Patel,30,India,0,11,4,3,10,9,1,0,1,11,238,320,7
Langlonyamba Meitan Keishangbam,24,India,0,9,8,1,135,166,8,0,4,3,25,39,1
Khrievitso Kense,17,India,0,9,1,0,2,4,0,0,0,9,191,173,14
Eknath Kerkar,28,India,0,16,14,2,262,230,23,6,15,0,0,0,0
Sarfaraz Khan,24,India,0,68,51,15,781,581,77,24,26,2,8,9,0
Salman Khan,23,India,0,12,12,2,160,139,11,3,6,0,0,0,0
Amandeep Khare,24,India,0,35,32,8,976,781,80,29,15,1,2,3,0
Chirag Khurana,29,India,0,16,15,4,353,287,40,3,3,13,235,280,9
Kishan Lyngdoh,23,India,0,5,5,1,247,173,31,6,1,1,6,5,0
L Kishan Singha,25,India,0,10,6,3,74,92,2,2,1,10,210,256,7
Parth Kohli,25,India,0,3,3,1,59,63,5,1,0,0,0,0,0
Taruwar Kohli,33,India,0,50,47,11,853,847,81,19,18,29,411,614,14
Virat Kohli,33,India,97,326,309,59,10273,7710,914,322,141,44,454,661,8
Bishworjit Konthoujam,26,India,0,20,5,3,5,15,0,0,1,20,422,484,19
Yash Kothari,26,India,0,3,3,0,29,40,3,0,1,0,0,0,0
Tanush Kotian,23,India,0,5,2,2,7,4,1,0,1,5,114,106,5
Vasuki Koushik,29,India,0,25,4,3,7,11,0,0,5,25,541,712,33
Jagatheesan Kousik,26,India,0,11,6,3,104,82,5,4,5,7,102,124,6
Kranthi Kumar,28,India,0,8,6,0,17,32,1,0,3,8,150,194,5
Krishan Alang,30,India,0,6,0,0,0,0,0,0,0,6,114,146,7
Kshitiz Sharma,31,India,0,24,19,5,385,336,40,14,4,9,144,170,5
Amit Kuila,26,India,0,4,0,0,0,0,0,0,0,4,66,114,4
Kuldeep Gehi,27,India,0,5,5,0,113,79,10,7,2,0,0,0,0
Kuldeep Yadav,27,India,23,101,23,13,148,166,12,0,26,98,2109,2653,122
Dhawal Kulkarni,33,India,2,150,46,25,225,225,19,4,35,149,3034,4036,147
 Shubham Kumar Singh,23,India,0,3,1,0,0,1,0,0,2,3,57,99,4
Bhuvneshwar Kumar,32,India,57,205,73,39,357,384,24,6,43,205,4518,5398,209
Pankaj Kumar,22,India,0,4,4,1,13,12,0,1,4,0,0,0,0
Rohan  Kunnummal,23,India,0,11,11,2,330,295,36,6,3,0,0,0,0
Kumar Kushagra,17,India,0,2,2,0,5,6,0,0,2,0,0,0,0
Vishal Kushwah,31,India,0,30,25,8,367,237,19,28,15,18,300,445,21
Siddhesh Lad,29,India,0,53,43,8,842,700,74,30,23,30,389,448,22
Sanatombaroy Laiphangbam,24,India,0,1,1,0,0,3,0,0,0,0,0,0,0
Lakhan Singh,23,India,0,15,15,0,317,253,37,9,5,11,120,176,11
G Lalbiakvela,34,India,0,22,9,3,15,33,1,0,0,20,318,520,9
Lalhmangaiha,38,India,0,18,18,2,241,311,32,3,3,7,85,133,3
Lalhruaizela,25,India,0,20,20,7,201,343,11,3,3,6,72,98,5
Lalit Yadav,25,India,0,47,37,18,698,480,71,27,28,41,754,870,32
Lalit Yadav,26,India,0,6,2,0,18,21,2,1,2,6,126,138,6
B Lalnunfela,19,India,0,1,0,0,0,0,0,0,0,1,6,6,0
Khawlhring Lalremruata,34,India,0,7,7,2,87,114,8,2,0,0,0,0,0
Joseph Lalthankhuma,21,India,0,4,2,1,5,10,0,0,1,1,6,7,0
Abhimanyu Lamba,26,India,0,6,4,1,5,11,0,0,2,6,132,193,5
Ankit Lamba,30,India,0,60,60,5,1730,1580,160,53,23,1,6,13,0
Nilesh Lamichaney,30,India,0,16,11,1,96,148,9,0,1,0,0,0,0
Bhagmender Lather,24,India,0,6,2,1,15,10,1,1,0,6,102,139,5
Lee Yong Lepcha,30,India,0,16,12,0,37,102,2,0,6,9,93,165,1
Lekhaz Reddy,20,India,0,5,4,1,38,21,2,4,0,0,0,0,0
Imliwati Lemtur,30,India,0,18,12,3,89,105,3,5,2,18,323,373,14
Liyan Khan,30,India,0,5,5,2,150,181,13,2,0,0,0,0,0
Devender Lochab,29,India,0,9,8,2,90,117,10,1,3,0,0,0,0
Logesh Prabagaran,22,India,0,1,1,0,0,4,0,0,0,1,6,12,0
Mahipal Lomror,22,India,0,59,58,11,1367,1108,107,52,23,35,397,489,8
Akash Madhwal,28,India,0,15,3,2,6,14,0,0,3,15,317,399,15
Kunal Mahajan,30,India,0,4,1,0,8,9,0,0,2,1,6,12,0
Mangal Mahrour,29,India,0,17,17,2,345,360,36,7,6,4,36,48,1
Sourabh Majumdar,23,India,0,7,2,1,0,1,0,0,1,7,118,138,7
Ajay Mandal,25,India,0,28,19,6,178,147,13,6,8,26,468,586,21
Mandeep Singh,30,India,3,182,160,34,3594,2800,367,94,67,26,303,337,16
Manik Beri,28,India,0,1,1,0,17,18,1,1,0,0,0,0,0
Manish Golamaru,25,India,0,8,4,0,30,34,2,1,2,8,155,185,6
Prerak Mankad,27,India,0,34,30,7,763,543,70,29,16,28,426,611,20
Abhinav Manohar,27,India,0,4,4,1,162,108,11,11,2,0,0,0,0
Unnikrishnan Manukrishnan,33,India,0,36,13,7,67,52,5,3,12,36,701,762,37
Manzoor Dar,28,India,0,23,19,4,330,225,29,19,8,10,119,152,6
Kilco Marak,29,India,0,12,3,2,5,7,0,0,3,11,152,203,12
Mayank Markande,24,India,1,43,16,11,78,69,8,1,10,43,877,1076,43
Mayank Mishra,31,India,0,14,9,2,35,58,2,1,7,14,281,328,16
Md Nazim,29,India,0,1,1,0,2,3,0,0,1,1,6,10,0
Md Saptulla,23,India,0,7,3,2,4,8,0,0,2,6,114,112,2
Homendro Kabrambam,29,India,0,13,11,3,53,80,1,3,6,13,210,312,5
Ashok Menaria,31,India,0,66,57,5,950,821,75,39,18,34,451,493,17
Lukman Meriwala,30,India,0,49,6,4,19,25,2,0,14,48,1043,1197,77
Sudhesan Midhun,27,India,0,23,7,3,23,22,0,2,4,23,500,565,23
Chama Milind,27,India,0,53,31,16,226,175,16,9,18,52,1123,1427,83
Darshan Misal,29,India,0,55,42,8,509,528,37,13,18,51,1033,1181,44
Amit Mishra,39,India,10,236,101,44,782,795,76,7,40,235,4942,5924,262
Nalin Mishra,26,India,0,3,3,0,24,32,3,0,0,0,0,0,0
Mohammad Saif,25,India,0,1,1,0,21,20,1,0,0,1,24,19,1
Mohammed Azharuddeen,27,India,0,31,29,2,598,457,46,29,22,0,0,0,0
Mohammed Shami,31,India,17,117,31,17,81,87,6,2,22,117,2487,3451,136
Mohammed Siraj,27,India,4,86,23,12,89,108,8,2,26,85,1830,2476,107
M Mohammed,30,India,0,36,19,8,137,75,9,9,14,33,528,666,30
Sarbeswar Mohanty,26,India,0,7,7,2,33,43,1,1,3,4,54,68,1
Mohit Ahlawat,26,India,0,9,7,1,35,44,2,1,1,0,0,0,0
Mohsin Khan,23,India,0,26,12,3,55,48,4,2,7,26,540,638,33
Monu Kumar,27,India,0,29,12,6,49,44,3,3,5,29,619,735,37
Aishwarya Mourya,27,India,0,9,4,1,22,31,1,1,1,6,120,170,7
Nzanthung Mozhui,26,India,0,1,1,0,0,1,0,0,0,0,0,0,0
Mujtaba Yousuf,19,India,0,14,2,1,0,2,0,0,3,14,300,369,13
Mukesh Choudhary,25,India,0,12,4,3,17,13,3,0,0,12,259,367,16
Mukesh Kumar,28,India,0,17,6,5,4,8,0,0,6,17,378,457,19
Mukhtar Hussain,23,India,0,14,4,3,19,13,1,2,2,14,288,374,18
Shrikant Mundhe,33,India,0,45,40,10,748,608,68,21,19,43,781,1043,36
Manisankar  Murasingh,29,India,0,53,49,11,742,549,50,38,10,53,1039,1298,39
Shahbaz Nadeem,32,India,0,140,51,16,274,309,18,7,26,138,2937,3335,114
Nagaho Chishi,24,India,0,15,8,3,18,36,1,0,2,15,215,270,9
Kamlesh Nagarkoti,22,India,0,17,9,4,66,87,5,0,6,16,289,399,12
Arzan Nagwaswalla,24,India,0,20,7,4,26,25,3,1,2,20,395,455,28
Yash Nahar,27,India,0,13,12,1,250,205,23,11,2,0,0,0,0
Deepesh Nainwal,24,India,0,1,0,0,0,0,0,0,0,0,0,0,0
Karun Nair,30,India,0,147,133,16,2973,2261,292,99,58,10,78,81,4
Darshan Nalkande,23,India,0,22,12,2,73,85,3,4,6,22,454,549,43
Narisingh Yadav,29,India,0,18,17,2,171,222,13,5,6,0,0,0,0
T Natarajan,30,India,4,49,5,4,5,10,0,0,15,49,1032,1354,50
Akshdeep Nath,28,India,0,80,71,18,1194,1028,99,32,29,21,264,346,16
Dikshanshu Negi,31,India,0,15,15,2,312,278,30,8,4,15,258,274,11
Siddhesh Neral,27,India,0,1,0,0,0,0,0,0,0,1,18,13,1
Techi Neri,27,India,0,17,12,5,82,127,5,2,4,13,228,304,3
Ranjeet Nikam,22,India,0,8,6,0,55,56,0,3,6,0,0,0,0
Shresth Nirmohi,30,India,0,13,2,1,1,4,0,0,3,13,264,347,11
Nitesh Sedai,24,India,0,15,15,1,261,245,26,5,6,8,126,176,2
Nitin Sharma,25,India,0,21,16,2,251,185,18,12,5,0,0,0,0
Nitin Yadav,29,India,0,11,3,2,3,4,0,0,2,11,258,361,16
Nitish Kumar Reddy,18,India,0,5,4,0,92,96,6,3,3,2,12,28,0
Joshua Ozukum,21,India,0,9,5,1,121,82,13,4,3,1,6,8,1
Amit Pachhara,26,India,0,16,15,5,322,263,23,9,3,0,0,0,0
Devdutt Padikkal,21,India,2,54,54,5,1829,1340,192,67,28,0,0,0,0
Rajat Paliwal,30,India,0,51,48,9,912,817,73,6,23,14,186,227,8
Ashay Palkar,32,India,0,6,1,1,2,2,0,0,1,6,107,117,9
Priyank Panchal,31,India,0,50,49,4,1327,1045,147,30,27,6,66,83,4
Akshat Pandey,28,India,0,8,5,1,48,41,5,0,3,8,120,199,4
Manish Pandey,32,India,39,274,251,56,6315,5098,523,193,141,10,168,212,10
Sachidanand Pandey,25,India,0,12,5,2,35,29,2,4,5,12,235,351,10
Amulya Pandrekar,25,India,0,15,6,3,13,18,1,0,4,15,280,345,12
Hardik Pandya,28,India,54,175,147,45,2797,1973,184,165,97,135,2248,3060,110
Krunal Pandya,30,India,19,140,111,32,1753,1302,151,70,50,136,2560,3131,101
Bhanu Pania,25,India,0,13,9,0,127,126,8,7,4,0,0,0,0
Rishabh Pant,24,India,43,142,136,24,3710,2544,329,172,108,0,0,0,0
Riyan Parag,20,India,0,57,48,7,1019,807,73,50,21,40,593,717,23
Dhruv Parashar,24,India,0,1,1,0,2,5,0,0,0,0,0,0,0
Parvez Rasool,33,India,1,66,51,10,796,752,66,20,26,66,1452,1579,56
Dhruv Patel,24,India,0,10,6,2,87,63,7,4,2,4,66,107,1
Manvan Patel,22,India,0,9,6,1,15,12,1,1,1,9,144,223,7
Axar Patel,28,India,15,167,123,40,1745,1352,117,73,64,166,3556,4039,146
Het Patel,23,India,0,6,4,2,113,110,12,1,4,0,0,0,0
Hardik Patel,26,India,0,38,5,2,4,10,0,0,13,37,799,880,36
Harshal Patel,31,India,4,120,75,20,950,632,94,55,25,118,2488,3317,144
Urvil Patel,23,India,0,28,28,1,521,367,68,15,23,0,0,0,0
Ansh Patel,20,India,0,4,1,0,6,4,1,0,1,3,42,52,1
Karan Patel,27,India,0,11,7,0,64,66,2,3,4,7,96,117,4
Ripal Patel,26,India,0,19,16,6,299,193,21,19,6,5,42,66,0
Tejas Patel,26,India,0,13,4,2,43,24,7,0,3,13,258,330,14
Babashafi Pathan,27,India,0,17,4,3,0,4,0,0,0,16,306,364,13
Diwesh Pathania,32,India,0,33,22,10,233,176,15,12,8,32,731,896,42
Rajat Patidar,28,India,0,31,31,3,861,621,73,34,18,0,0,0,0
Vidyadhar Patil,21,India,0,6,1,1,1,1,0,0,3,6,132,175,5
Sandeep Pattnaik,23,India,0,12,12,2,213,211,29,1,3,0,0,0,0
Sankar Paul,21,India,0,10,5,1,71,77,3,3,1,10,156,177,9
KB Pawan,34,India,0,23,22,6,484,435,36,17,10,0,0,0,0
Govinda Poddar,30,India,0,44,44,4,1171,942,114,29,14,26,369,411,16
Manogaran Pooviarasan,20,India,0,1,1,0,0,1,0,0,0,1,18,37,0
Ishan Porel,23,India,0,22,1,1,2,5,0,0,1,22,480,537,30
Prabhsimran Singh,21,India,0,30,30,6,822,601,77,40,18,0,0,0,0
Suyash Prabhudessai,24,India,0,22,20,6,443,299,38,20,16,9,102,127,2
T Pradeep,27,India,0,15,10,3,158,96,7,15,2,15,318,472,11
Debabrata Pradhan,25,India,0,16,7,3,32,40,4,0,2,15,306,364,14
Pragnay Reddy,22,India,0,9,8,0,43,62,4,2,6,0,0,0,0
Pradipta Pramanik,23,India,0,8,5,2,23,21,1,1,2,8,144,165,10
Prasidh Krishna,26,India,0,54,9,6,4,17,0,0,14,54,1157,1672,48
Veer Pratap Singh,29,India,0,22,7,4,4,17,0,0,3,22,450,642,19
Pratham Singh,29,India,0,27,27,2,829,649,84,23,10,0,0,0,0
Pratyush Singh,27,India,0,23,21,3,141,163,19,0,9,14,139,177,5
Prayash Singh,28,India,0,10,9,2,58,68,3,1,3,7,84,96,5
Premraj Rajavelu,30,India,0,2,2,0,11,26,1,0,0,0,0,0,0
Shubham Pundir,23,India,0,28,24,7,456,428,42,10,9,0,0,0,0
Deepak Punia,28,India,0,20,13,5,116,114,5,5,7,20,390,537,21
Qamran Iqbal,20,India,0,6,6,0,160,155,12,6,0,0,0,0,0
Samar Quadri,32,India,0,17,8,5,16,24,0,0,2,17,339,370,14
